ra,dec,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error
73.66668513387266,40.8255323110403,200125757801548416,,,,,,,,,,20.64624,21.423615,19.448713,103.95610938587649,0.9822872656462367,37.248540315132246,11.261763024132554,133.43894696160626,9.670234331868953
73.65094346517266,40.80314143361531,200119882283639552,0.8804793064115242,0.39731346602556844,3.801871852778913,1.3951200657458902,-1.472686029118122,0.7292542939921743,-0.036826923,0.1748371,-0.68831825,19.19929,19.826288,18.329374,394.121620280353,1.5442815571711133,162.1958023764855,9.414281917519274,374.1260360850723,8.181151490360987
73.57641617829762,40.71953440917373,200119156438286080,0.6414384440255002,0.23317741345945017,1.8494129096377763,0.48356464270391664,-8.27200385363423,0.33050558062948227,0.17010824,0.1707643,-0.0885349,18.670715,19.766651,17.560877,641.2980606605852,1.4644646831876456,171.35432627728798,13.207758272874468,759.3070517676196,20.91713059327123
73.61073599842544,40.7661257214492,200119710488405760,0.7814003747535839,0.06292605174632697,-0.4398355345189079,0.12238738209148656,-5.4982742187520195,0.08808367507517458,0.08083249,0.30265424,0.13323812,16.490835,17.125551,15.729762,4775.429533444693,3.6174470799938847,1951.349191403453,12.09428797988825,4100.748218379036,16.082439175590412
73.62767679532818,40.752003088408095,200119641765509120,0.21533552012263163,0.5927247024845479,-3.766757374126696,1.9136405883742937,1.0954911488191532,1.0949693756091048,0.118828624,0.14991277,-0.66319335,19.83198,20.411467,18.92088,220.06654075026313,0.9577400825907719,94.61694414904434,7.21821454483059,216.97828654589284,10.194903660880255
73.57334687064959,40.72404405353594,200119160731947136,,,,,,,,,,20.871443,21.430784,20.013725,84.48296839504225,1.472195207956722,37.0033706665356,4.074415376768825,79.30088513152927,9.256817450695282
73.65072235766665,40.7785899133622,200119774911380992,-0.48782618145355106,0.3033910987251912,1.1057217900501273,0.9840762740195074,-1.6256450177061086,0.531589350841488,0.25778234,-0.080494724,-0.2624044,19.049166,19.914314,18.120533,452.56382156334894,1.325073662865798,149.56486138488478,6.735541644956228,453.4762352691966,7.673682660213991
73.59051252954369,40.72601290942553,200119190797093248,0.6320480086116675,0.143177412850712,-0.0693618647150569,0.3290585406005505,-3.207384876007201,0.23395139181580088,-0.025189277,0.13763891,0.3370374,17.884575,18.55315,17.073612,1322.8682629548935,1.628378572231537,523.9564802374596,7.22585769235848,1189.38604782853,10.522264476805777
73.6335262475465,40.77371235461498,200119740553838720,1.8221765053705021,0.44267010637601983,0.5461816406092239,1.7434230175163763,-2.3974491482870994,0.9036830052296939,0.11060885,-0.0013406476,-0.77572775,19.464035,20.239693,18.13011,308.83914401411107,1.509792993034202,110.83527550000971,24.821347294918805,449.49387621842016,9.031397232872783
73.61835418645302,40.747756701595385,200119263809885824,0.8909955396952213,0.8219601782347662,-2.6245738520928534,2.6246471525435378,-3.497443235897388,1.3649769511326126,0.10069576,-0.09927683,-0.27296454,20.227262,20.680048,19.158096,152.91195692024104,0.9953843477018754,73.88162630396238,7.82932168980836,174.39319208981576,8.051922898839013
73.59151332059554,40.72870537671173,200119190797094400,0.08609089927438748,0.11729285769611156,-1.2943370068827589,0.23262216295320856,1.7473206487738513,0.1654171772788759,-0.11685848,0.012467253,0.37812454,17.263968,17.87727,16.507113,2342.9297899941694,1.9742846409476575,976.4447288659044,15.92236406548826,2004.1175771269611,10.718577834859248
73.65703711531428,40.81806865026439,200125753505912320,-0.7036908776747718,0.4467796044928701,-1.9547767316629077,1.7303659073553266,-0.7944878115294423,0.9123438316022384,0.08447269,0.054014955,-0.7685018,19.417994,20.115915,18.578495,322.2174024870878,1.22580865949079,124.21936000885074,7.652219449254536,297.4197469801442,9.568459459208507
73.57767605785092,40.72392576568656,200119156437354240,0.4446881100376307,0.12912260199436867,-0.6164631347449244,0.2507544727841866,1.7771206587355746,0.1805669480618214,0.090942495,0.25426757,0.07628901,17.834307,18.547981,17.023104,1385.5534079834665,1.7296795849456446,526.4565043371188,9.554449720298177,1246.025318541598,8.822025735710241
73.61404595166609,40.74881986088634,200119259516573824,0.2400643771311062,0.15817554418948676,1.6414258040194467,0.33473991178654633,-1.8655844285547851,0.2260407446637404,-0.058896534,0.25143987,0.2899455,17.82422,18.476568,17.014513,1398.486146244011,1.6030407069198125,562.2484897254349,12.820347654581582,1255.9216989335332,10.763614433213046
73.61778018649306,40.74877848035412,200119259516573696,0.10955218893494136,0.5223909328584894,-2.79448152997906,2.1313684311102676,0.4687935483002601,0.9076605263964189,-0.1799829,0.14623994,-0.4498647,19.64766,20.246527,18.79397,260.7848602792777,1.0388023253081757,110.1398614258831,14.736536129031492,243.8821753398439,7.088184975105672
73.59595798254502,40.75074957627455,200119298171553280,0.13999768973946453,0.04329013837571876,-0.26321768982751426,0.08212206433317903,-0.8754048015726508,0.05948910039199472,0.066048734,0.25939876,0.20694579,15.055044,16.279108,13.960878,17919.616783343237,6.869712297974682,4255.119996383628,16.23942528403074,20913.019966109943,32.3399847681804
73.59698203686574,40.748522472670466,200119293876312448,1.124281505091149,0.45138906221360287,-1.85349915750929,1.4920514325988488,-10.295621198447208,0.7885505736259832,-0.018607996,0.17647241,-0.6651455,19.355131,20.407562,18.145943,341.4239836850912,1.2553094968219336,94.95770514224333,10.948193033554995,442.9872287814425,6.438742601956685
73.67196341011972,40.818407905207366,200125753505913856,0.27991810130174305,0.05475848967623041,0.04935787088296634,0.1073299368564655,0.836167605654159,0.08016894084620507,0.09621373,0.4116836,0.13264365,15.90116,16.428644,15.211667,8220.195529688852,4.239760733723764,3707.6415815937826,10.695588771371314,6608.476541556203,13.871602206762965
73.66629646880992,40.81893986699003,200125753505914240,0.5550643989262992,0.4103689138313488,2.9277710233059904,1.4563857075503848,-1.6286095155897518,0.7658853764483956,-0.053452518,0.1787255,-0.70956445,19.299835,19.90494,18.438444,359.26260732599775,1.318384208264617,150.86188213876076,12.458200485485632,338.3690071033009,7.763917467489638
73.60492406556494,40.75341620932537,200119328236051072,0.1746538636038875,0.11842264110756597,-0.09001016806843487,0.2173696847257717,-1.4957983926826501,0.1511936665479972,0.02466948,0.366746,0.064351484,17.438412,17.985508,16.723637,1995.1762296386175,2.099907033664632,883.7963887279534,10.645765909814854,1641.7751114820444,8.501231830540469
73.6264264044088,40.751688468306156,200119637473696256,0.648552990469107,0.2338784386081921,4.126659083740247,0.5657729783876517,-4.343879893896932,0.34968414386377994,0.39804798,0.09825304,-0.2539061,18.584518,19.51983,17.604748,694.2866816025017,1.3754086561870762,215.09123314567572,10.562871880874743,729.2369717248373,9.756272669107267
